image_file,presented_word,is_match,blank_duration,iti_duration,corrAns
stimuli/face.png,zebra,mismatch,1.47,1.42,2
stimuli/banana.png,zebra,mismatch,1.45,1.77,2
stimuli/scissor.png,scissor,match,1.5,2.74,1
stimuli/scissor.png,banana,mismatch,1.57,1.73,2
stimuli/banana.png,banana,match,1.78,1.25,1
stimuli/zebra.png,zebra,match,1.49,1.06,1
stimuli/banana.png,scissor,mismatch,1.01,2.8,2
stimuli/zebra.png,scissor,mismatch,1.47,2.27,2
stimuli/zebra.png,zebra,match,1.62,2.48,1
stimuli/banana.png,zebra,mismatch,1.31,2.33,2
stimuli/banana.png,scissor,mismatch,1.88,1.96,2
stimuli/scissor.png,scissor,match,1.69,2.02,1
stimuli/banana.png,scissor,mismatch,1.28,2.28,2
stimuli/face.png,scissor,mismatch,1.25,1.46,2
stimuli/scissor.png,scissor,match,1.05,1.97,1
stimuli/face.png,scissor,mismatch,1.85,1.07,2
stimuli/scissor.png,scissor,match,1.58,1.05,1
stimuli/face.png,face,match,1.67,1.37,1
stimuli/zebra.png,face,mismatch,1.31,1.28,2
stimuli/banana.png,zebra,mismatch,1.9,1.56,2
stimuli/face.png,face,match,1.88,2.18,1
stimuli/zebra.png,banana,mismatch,1.82,1.23,2
stimuli/scissor.png,banana,mismatch,1.49,2.05,2
stimuli/face.png,face,match,1.14,2.65,1
stimuli/banana.png,face,mismatch,1.22,1.38,2
stimuli/zebra.png,banana,mismatch,1.34,1.8,2
stimuli/banana.png,banana,match,1.35,2.6,1
stimuli/scissor.png,zebra,mismatch,1.78,1.47,2
stimuli/face.png,banana,mismatch,1.04,2.93,2
stimuli/banana.png,banana,match,1.41,1.08,1
stimuli/banana.png,banana,match,1.78,1.45,1
stimuli/scissor.png,banana,mismatch,1.4,1.84,2
stimuli/banana.png,banana,match,1.54,2.85,1
stimuli/banana.png,face,mismatch,1.03,1.3,2
stimuli/zebra.png,face,mismatch,1.36,1.57,2
stimuli/zebra.png,zebra,match,1.33,2.94,1
stimuli/face.png,face,match,1.05,2.06,1
stimuli/zebra.png,face,mismatch,1.3,1.48,2
stimuli/zebra.png,zebra,match,1.89,2.1,1
stimuli/face.png,face,match,1.41,2.32,1
stimuli/zebra.png,scissor,mismatch,1.34,1.76,2
stimuli/face.png,scissor,mismatch,1.34,2.47,2
stimuli/scissor.png,scissor,match,1.85,2.72,1
stimuli/face.png,scissor,mismatch,1.64,1.71,2
stimuli/zebra.png,zebra,match,1.51,1.38,1
stimuli/face.png,scissor,mismatch,1.85,2.0,2
stimuli/face.png,face,match,1.9,1.34,1
stimuli/scissor.png,zebra,mismatch,1.78,1.17,2
stimuli/banana.png,zebra,mismatch,1.02,1.23,2
stimuli/banana.png,banana,match,1.51,1.32,1
stimuli/face.png,face,match,1.31,1.38,1
stimuli/zebra.png,banana,mismatch,1.06,2.85,2
stimuli/banana.png,banana,match,1.57,2.2,1
