image_file,presented_word,is_match,blank_duration,iti_duration,corrAns
stimuli/banana.png,scissor,mismatch,1.96,1.78,1
stimuli/scissor.png,banana,mismatch,1.53,2.14,1
stimuli/zebra.png,zebra,match,1.34,2.3,2
stimuli/zebra.png,zebra,match,1.66,2.04,2
stimuli/banana.png,face,mismatch,1.32,2.55,1
stimuli/zebra.png,zebra,match,1.13,1.58,2
stimuli/banana.png,scissor,mismatch,1.22,1.05,1
stimuli/banana.png,banana,match,1.0,1.29,2
stimuli/zebra.png,zebra,match,1.42,1.82,2
stimuli/banana.png,zebra,mismatch,1.21,2.17,1
stimuli/banana.png,banana,match,1.9,1.3,2
stimuli/face.png,face,match,1.58,2.81,2
stimuli/zebra.png,face,mismatch,1.05,1.54,1
stimuli/banana.png,scissor,mismatch,1.17,1.72,1
stimuli/scissor.png,scissor,match,1.77,2.51,2
stimuli/zebra.png,scissor,mismatch,1.42,1.95,1
stimuli/zebra.png,banana,mismatch,1.94,1.75,1
stimuli/banana.png,banana,match,1.48,2.29,2
stimuli/zebra.png,zebra,match,1.0,2.89,2
stimuli/face.png,banana,mismatch,1.24,1.6,1
stimuli/banana.png,banana,match,1.67,2.03,2
stimuli/face.png,scissor,mismatch,1.02,2.23,1
stimuli/face.png,face,match,2.0,1.94,2
stimuli/zebra.png,face,mismatch,1.72,1.76,1
stimuli/face.png,face,match,1.86,2.93,2
stimuli/face.png,zebra,mismatch,1.63,1.12,1
stimuli/scissor.png,banana,mismatch,1.05,1.72,1
stimuli/scissor.png,scissor,match,1.54,2.54,2
stimuli/face.png,scissor,mismatch,1.36,1.63,1
stimuli/face.png,zebra,mismatch,1.77,1.05,1
stimuli/banana.png,banana,match,1.75,1.79,2
stimuli/zebra.png,scissor,mismatch,1.19,1.66,1
stimuli/face.png,face,match,1.68,2.86,2
stimuli/zebra.png,banana,mismatch,1.97,2.71,1
stimuli/face.png,scissor,mismatch,1.94,2.01,1
stimuli/banana.png,banana,match,1.44,2.44,2
stimuli/zebra.png,face,mismatch,1.63,2.73,1
stimuli/face.png,banana,mismatch,1.9,1.76,1
stimuli/banana.png,banana,match,1.73,2.13,2
stimuli/scissor.png,zebra,mismatch,1.82,2.5,1
stimuli/scissor.png,scissor,match,1.11,1.54,2
stimuli/face.png,face,match,1.14,1.43,2
stimuli/scissor.png,zebra,mismatch,1.57,2.92,1
stimuli/scissor.png,scissor,match,1.27,1.77,2
stimuli/banana.png,scissor,mismatch,1.19,2.41,1
stimuli/banana.png,zebra,mismatch,1.48,2.44,1
stimuli/zebra.png,zebra,match,1.53,1.38,2
stimuli/face.png,scissor,mismatch,1.31,2.92,1
stimuli/scissor.png,scissor,match,1.72,2.36,2
stimuli/banana.png,face,mismatch,1.73,2.92,1
stimuli/scissor.png,banana,mismatch,1.2,1.5,1
stimuli/face.png,face,match,1.88,1.19,2
stimuli/zebra.png,face,mismatch,1.46,1.49,1
stimuli/face.png,face,match,1.9,2.14,2
