image_file,presented_word,is_match,blank_duration,iti_duration,corrAns
stimuli/scissor.png,banana,mismatch,1.6,2.42,1
stimuli/face.png,zebra,mismatch,1.92,2.3,1
stimuli/scissor.png,scissor,match,1.76,2.1,2
stimuli/zebra.png,scissor,mismatch,1.94,1.89,1
stimuli/zebra.png,zebra,match,1.12,2.98,2
stimuli/banana.png,face,mismatch,1.92,2.49,1
stimuli/zebra.png,banana,mismatch,1.93,2.62,1
stimuli/banana.png,banana,match,1.17,2.16,2
stimuli/scissor.png,zebra,mismatch,1.89,2.98,1
stimuli/zebra.png,banana,mismatch,1.34,1.59,1
stimuli/scissor.png,scissor,match,1.17,1.37,2
stimuli/scissor.png,scissor,match,1.61,1.1,2
stimuli/zebra.png,banana,mismatch,1.61,1.71,1
stimuli/banana.png,banana,match,1.93,2.83,2
stimuli/face.png,banana,mismatch,1.94,2.61,1
stimuli/face.png,face,match,1.7,2.85,2
stimuli/scissor.png,scissor,match,1.86,2.92,2
stimuli/banana.png,zebra,mismatch,1.98,1.06,1
stimuli/face.png,banana,mismatch,1.15,1.05,1
stimuli/face.png,face,match,1.75,2.32,2
stimuli/banana.png,scissor,mismatch,1.66,1.84,1
stimuli/zebra.png,face,mismatch,1.94,1.59,1
stimuli/zebra.png,zebra,match,1.44,2.25,2
stimuli/banana.png,zebra,mismatch,1.42,1.8,1
stimuli/scissor.png,scissor,match,1.53,1.25,2
stimuli/zebra.png,zebra,match,1.72,2.95,2
stimuli/face.png,banana,mismatch,1.83,1.76,1
stimuli/face.png,face,match,1.08,1.68,2
stimuli/banana.png,face,mismatch,1.32,2.28,1
stimuli/zebra.png,face,mismatch,1.24,1.9,1
stimuli/face.png,face,match,1.66,2.04,2
stimuli/scissor.png,scissor,match,1.27,1.03,2
stimuli/zebra.png,face,mismatch,1.68,1.75,1
stimuli/face.png,banana,mismatch,1.64,2.04,1
stimuli/scissor.png,scissor,match,1.51,2.0,2
stimuli/face.png,face,match,1.17,1.5,2
stimuli/face.png,scissor,mismatch,1.84,1.76,1
stimuli/banana.png,zebra,mismatch,1.35,2.87,1
stimuli/banana.png,banana,match,1.52,1.04,2
stimuli/face.png,face,match,1.74,1.42,2
stimuli/banana.png,zebra,mismatch,1.95,2.89,1
stimuli/scissor.png,scissor,match,1.08,2.66,2
stimuli/banana.png,banana,match,1.56,1.45,2
