image_file,presented_word,is_match,blank_duration,iti_duration
stimuli/scissor.png,scissor,match,1.97,1.13
stimuli/banana.png,zebra,mismatch,1.58,2.86
stimuli/scissor.png,scissor,match,1.61,1.53
stimuli/zebra.png,banana,mismatch,1.02,1.25
stimuli/zebra.png,banana,mismatch,1.18,1.48
stimuli/face.png,face,match,1.8,2.52
stimuli/zebra.png,banana,mismatch,1.5,2.64
stimuli/face.png,face,match,1.98,2.85
stimuli/zebra.png,banana,mismatch,1.62,2.24
stimuli/zebra.png,zebra,match,1.89,2.13
stimuli/scissor.png,scissor,match,1.33,1.93
stimuli/face.png,zebra,mismatch,1.88,1.2
stimuli/banana.png,banana,match,1.82,1.16
stimuli/zebra.png,zebra,match,1.97,1.81
stimuli/face.png,zebra,mismatch,1.89,2.45
stimuli/zebra.png,zebra,match,1.73,2.48
stimuli/scissor.png,scissor,match,1.2,2.56
stimuli/zebra.png,face,mismatch,1.18,1.69
stimuli/banana.png,banana,match,1.28,2.28
stimuli/zebra.png,zebra,match,1.83,2.08
stimuli/scissor.png,banana,mismatch,1.31,2.06
stimuli/banana.png,banana,match,1.9,2.69
stimuli/face.png,face,match,1.19,2.2
stimuli/banana.png,face,mismatch,1.76,1.08
stimuli/face.png,scissor,mismatch,1.27,2.72
stimuli/face.png,face,match,1.08,2.72
stimuli/scissor.png,scissor,match,1.47,1.5
stimuli/scissor.png,banana,mismatch,1.14,1.1
stimuli/face.png,face,match,1.3,2.36
stimuli/banana.png,scissor,mismatch,1.81,2.84
stimuli/zebra.png,zebra,match,1.56,2.31
stimuli/scissor.png,banana,mismatch,1.1,2.63
stimuli/zebra.png,zebra,match,1.78,1.4
stimuli/banana.png,banana,match,1.79,1.52
stimuli/scissor.png,face,mismatch,1.84,2.54
stimuli/face.png,face,match,1.87,1.14
stimuli/face.png,face,match,1.85,1.3
stimuli/zebra.png,scissor,mismatch,1.74,2.97
stimuli/scissor.png,scissor,match,1.22,1.67
stimuli/banana.png,zebra,mismatch,1.2,1.77
stimuli/zebra.png,zebra,match,1.26,2.28
stimuli/face.png,face,match,1.31,2.16
stimuli/scissor.png,zebra,mismatch,1.14,1.39
stimuli/zebra.png,zebra,match,1.64,2.78
stimuli/face.png,scissor,mismatch,1.69,2.72
stimuli/face.png,face,match,1.24,2.09
stimuli/scissor.png,banana,mismatch,1.69,1.89
stimuli/scissor.png,zebra,mismatch,1.26,2.52
stimuli/banana.png,banana,match,1.94,2.0
stimuli/scissor.png,banana,mismatch,1.29,1.02
stimuli/banana.png,banana,match,1.36,1.65
stimuli/banana.png,zebra,mismatch,1.94,1.66
