image_file,presented_word,is_match,blank_duration,iti_duration,corrAns
stimuli/zebra.png,scissor,mismatch,1.82,1.19,2
stimuli/zebra.png,zebra,match,1.18,1.19,1
stimuli/banana.png,scissor,mismatch,1.37,1.71,2
stimuli/banana.png,banana,match,1.49,2.35,1
stimuli/zebra.png,zebra,match,1.41,1.97,1
stimuli/scissor.png,banana,mismatch,1.11,1.42,2
stimuli/banana.png,banana,match,1.49,2.67,1
stimuli/banana.png,zebra,mismatch,1.84,1.19,2
stimuli/face.png,face,match,1.04,1.05,1
stimuli/scissor.png,banana,mismatch,1.2,2.84,2
stimuli/zebra.png,zebra,match,1.42,2.05,1
stimuli/face.png,scissor,mismatch,1.08,2.91,2
stimuli/banana.png,banana,match,1.02,2.89,1
stimuli/zebra.png,scissor,mismatch,1.43,2.36,2
stimuli/face.png,scissor,mismatch,1.91,1.38,2
stimuli/zebra.png,zebra,match,1.96,2.46,1
stimuli/zebra.png,zebra,match,1.21,2.81,1
stimuli/banana.png,scissor,mismatch,1.1,1.48,2
stimuli/banana.png,banana,match,1.33,1.53,1
stimuli/scissor.png,scissor,match,1.25,1.69,1
stimuli/scissor.png,banana,mismatch,1.56,1.28,2
stimuli/face.png,zebra,mismatch,1.65,1.55,2
stimuli/zebra.png,zebra,match,1.02,1.9,1
stimuli/scissor.png,banana,mismatch,1.8,1.02,2
stimuli/zebra.png,zebra,match,1.1,1.61,1
stimuli/face.png,face,match,1.91,1.54,1
stimuli/zebra.png,face,mismatch,1.89,1.92,2
stimuli/banana.png,banana,match,1.73,2.21,1
stimuli/face.png,face,match,1.06,1.17,1
stimuli/face.png,banana,mismatch,1.23,2.75,2
stimuli/scissor.png,banana,mismatch,1.11,1.7,2
stimuli/zebra.png,zebra,match,1.14,1.11,1
stimuli/scissor.png,face,mismatch,1.4,2.6,2
stimuli/banana.png,banana,match,1.65,2.63,1
stimuli/face.png,face,match,1.96,2.9,1
stimuli/scissor.png,zebra,mismatch,1.86,2.81,2
stimuli/scissor.png,scissor,match,1.75,2.96,1
stimuli/face.png,scissor,mismatch,1.39,1.09,2
stimuli/scissor.png,zebra,mismatch,1.68,2.83,2
stimuli/face.png,face,match,1.84,2.47,1
stimuli/zebra.png,banana,mismatch,1.72,2.0,2
stimuli/face.png,zebra,mismatch,1.04,1.69,2
stimuli/scissor.png,scissor,match,2.0,1.78,1
stimuli/banana.png,scissor,mismatch,1.78,1.81,2
stimuli/scissor.png,scissor,match,1.32,2.68,1
