image_file,presented_word,is_match,blank_duration,iti_duration,corrAns
stimuli/banana.png,zebra,mismatch,1.93,1.26,1
stimuli/zebra.png,banana,mismatch,1.63,2.31,1
stimuli/banana.png,banana,match,1.95,1.17,2
stimuli/zebra.png,zebra,match,1.36,2.78,2
stimuli/scissor.png,banana,mismatch,1.53,1.78,1
stimuli/zebra.png,banana,mismatch,1.32,2.68,1
stimuli/scissor.png,scissor,match,1.69,2.53,2
stimuli/zebra.png,zebra,match,1.79,2.83,2
stimuli/scissor.png,banana,mismatch,1.7,2.52,1
stimuli/scissor.png,scissor,match,1.19,1.14,2
stimuli/face.png,face,match,1.12,1.49,2
stimuli/banana.png,zebra,mismatch,1.53,1.87,1
stimuli/face.png,face,match,1.63,2.59,2
stimuli/face.png,face,match,1.85,1.77,2
stimuli/zebra.png,face,mismatch,1.68,1.4,1
stimuli/banana.png,face,mismatch,1.24,2.45,1
stimuli/banana.png,banana,match,1.98,2.95,2
stimuli/scissor.png,scissor,match,1.51,1.03,2
stimuli/face.png,zebra,mismatch,1.18,2.44,1
stimuli/scissor.png,banana,mismatch,1.72,1.94,1
stimuli/face.png,face,match,1.5,2.32,2
stimuli/banana.png,banana,match,1.21,2.8,2
stimuli/zebra.png,scissor,mismatch,1.63,1.89,1
stimuli/scissor.png,scissor,match,1.84,2.98,2
stimuli/face.png,zebra,mismatch,1.25,1.38,1
stimuli/scissor.png,scissor,match,1.06,2.9,2
stimuli/zebra.png,zebra,match,1.42,2.58,2
stimuli/banana.png,scissor,mismatch,1.4,2.37,1
stimuli/banana.png,face,mismatch,1.38,1.83,1
stimuli/zebra.png,zebra,match,1.32,3.0,2
stimuli/scissor.png,scissor,match,1.81,1.81,2
stimuli/banana.png,scissor,mismatch,1.69,1.13,1
stimuli/face.png,zebra,mismatch,1.96,1.97,1
stimuli/face.png,face,match,1.56,1.89,2
stimuli/zebra.png,zebra,match,1.48,2.46,2
stimuli/scissor.png,face,mismatch,1.6,2.52,1
stimuli/face.png,face,match,1.78,1.54,2
stimuli/zebra.png,scissor,mismatch,1.58,1.63,1
stimuli/banana.png,banana,match,1.32,2.82,2
stimuli/banana.png,banana,match,1.31,1.76,2
stimuli/face.png,zebra,mismatch,1.42,1.21,1
stimuli/scissor.png,scissor,match,1.11,1.07,2
stimuli/banana.png,banana,match,1.85,2.8,2
stimuli/scissor.png,zebra,mismatch,1.62,2.48,1
stimuli/banana.png,banana,match,1.64,2.44,2
stimuli/scissor.png,banana,mismatch,1.98,1.05,1
