image_file,presented_word,is_match,blank_duration,iti_duration,corrAns
stimuli/scissor.png,zebra,mismatch,1.13,2.14,1
stimuli/face.png,face,match,1.78,1.69,2
stimuli/banana.png,face,mismatch,1.86,1.42,1
stimuli/face.png,scissor,mismatch,1.17,2.09,1
stimuli/scissor.png,scissor,match,1.77,2.73,2
stimuli/zebra.png,scissor,mismatch,1.14,2.37,1
stimuli/banana.png,zebra,mismatch,1.77,1.49,1
stimuli/scissor.png,scissor,match,1.56,1.68,2
stimuli/face.png,scissor,mismatch,1.72,2.99,1
stimuli/face.png,zebra,mismatch,1.43,1.61,1
stimuli/scissor.png,scissor,match,1.7,1.79,2
stimuli/scissor.png,scissor,match,1.19,1.45,2
stimuli/banana.png,scissor,mismatch,1.6,2.88,1
stimuli/zebra.png,zebra,match,1.91,2.93,2
stimuli/scissor.png,scissor,match,1.16,1.21,2
stimuli/banana.png,face,mismatch,1.86,2.91,1
stimuli/zebra.png,zebra,match,1.16,1.81,2
stimuli/scissor.png,banana,mismatch,1.16,1.77,1
stimuli/scissor.png,zebra,mismatch,1.71,2.24,1
stimuli/zebra.png,zebra,match,1.22,2.86,2
stimuli/face.png,face,match,1.46,2.03,2
stimuli/face.png,banana,mismatch,1.84,2.48,1
stimuli/banana.png,scissor,mismatch,1.41,2.77,1
stimuli/zebra.png,zebra,match,1.66,2.7,2
stimuli/banana.png,scissor,mismatch,1.68,2.37,1
stimuli/zebra.png,face,mismatch,1.64,1.22,1
stimuli/zebra.png,zebra,match,1.73,1.1,2
stimuli/banana.png,face,mismatch,1.5,2.36,1
stimuli/banana.png,banana,match,1.56,2.86,2
stimuli/face.png,face,match,1.36,2.56,2
stimuli/scissor.png,face,mismatch,1.14,2.28,1
stimuli/scissor.png,scissor,match,1.57,1.03,2
stimuli/zebra.png,face,mismatch,1.43,2.97,1
stimuli/face.png,zebra,mismatch,1.31,1.93,1
stimuli/face.png,face,match,1.31,1.88,2
stimuli/banana.png,banana,match,1.62,2.39,2
stimuli/banana.png,face,mismatch,1.81,2.09,1
stimuli/face.png,banana,mismatch,1.13,1.8,1
stimuli/face.png,face,match,1.71,1.53,2
stimuli/scissor.png,zebra,mismatch,1.46,2.08,1
stimuli/banana.png,zebra,mismatch,1.44,2.92,1
stimuli/scissor.png,scissor,match,1.71,2.92,2
stimuli/zebra.png,scissor,mismatch,1.19,1.82,1
stimuli/face.png,face,match,1.91,1.98,2
stimuli/scissor.png,banana,mismatch,1.19,2.93,1
stimuli/face.png,scissor,mismatch,1.41,1.92,1
stimuli/scissor.png,scissor,match,1.37,1.81,2
stimuli/banana.png,banana,match,1.91,1.32,2
stimuli/face.png,banana,mismatch,1.85,2.2,1
stimuli/zebra.png,face,mismatch,1.49,2.46,1
stimuli/face.png,face,match,1.81,1.37,2
stimuli/scissor.png,face,mismatch,1.3,1.22,1
stimuli/zebra.png,zebra,match,1.59,2.16,2
stimuli/zebra.png,face,mismatch,1.39,2.28,1
stimuli/scissor.png,scissor,match,1.2,2.34,2
stimuli/scissor.png,scissor,match,1.72,2.51,2
stimuli/zebra.png,banana,mismatch,1.02,1.56,1
stimuli/zebra.png,zebra,match,1.55,2.53,2
stimuli/scissor.png,scissor,match,1.34,1.19,2
stimuli/face.png,zebra,mismatch,1.85,1.59,1
stimuli/zebra.png,face,mismatch,1.61,2.77,1
stimuli/face.png,face,match,1.74,2.32,2
stimuli/scissor.png,banana,mismatch,1.55,2.57,1
stimuli/banana.png,banana,match,1.49,1.16,2
stimuli/scissor.png,banana,mismatch,1.59,2.67,1
stimuli/zebra.png,scissor,mismatch,1.97,1.25,1
stimuli/scissor.png,scissor,match,1.78,1.3,2
stimuli/scissor.png,banana,mismatch,1.03,1.61,1
stimuli/banana.png,banana,match,1.6,2.33,2
stimuli/banana.png,banana,match,1.93,2.25,2
stimuli/face.png,banana,mismatch,1.06,2.59,1
stimuli/zebra.png,zebra,match,1.46,1.08,2
stimuli/face.png,face,match,1.25,2.22,2
stimuli/scissor.png,banana,mismatch,1.65,2.82,1
stimuli/scissor.png,scissor,match,1.92,2.25,2
stimuli/zebra.png,zebra,match,1.11,2.55,2
stimuli/scissor.png,face,mismatch,1.98,2.14,1
stimuli/zebra.png,zebra,match,1.2,2.12,2
stimuli/face.png,banana,mismatch,1.55,2.79,1
stimuli/banana.png,zebra,mismatch,1.86,1.07,1
stimuli/scissor.png,scissor,match,1.8,2.13,2
stimuli/scissor.png,banana,mismatch,1.89,2.04,1
stimuli/banana.png,banana,match,1.98,1.88,2
stimuli/banana.png,banana,match,1.06,2.44,2
stimuli/zebra.png,banana,mismatch,1.54,1.67,1
stimuli/zebra.png,zebra,match,1.27,1.52,2
stimuli/face.png,face,match,1.34,2.3,2
stimuli/face.png,banana,mismatch,1.59,2.71,1
stimuli/banana.png,face,mismatch,1.5,2.09,1
stimuli/zebra.png,zebra,match,1.54,1.9,2
stimuli/banana.png,scissor,mismatch,1.78,1.97,1
stimuli/scissor.png,scissor,match,1.63,2.3,2
stimuli/face.png,banana,mismatch,1.69,1.01,1
stimuli/banana.png,banana,match,1.78,2.01,2
stimuli/scissor.png,zebra,mismatch,1.49,2.05,1
stimuli/face.png,scissor,mismatch,1.19,2.68,1
stimuli/face.png,face,match,1.57,1.16,2
stimuli/banana.png,zebra,mismatch,1.44,2.31,1
stimuli/face.png,face,match,1.25,2.11,2
stimuli/scissor.png,banana,mismatch,1.31,2.91,1
stimuli/zebra.png,zebra,match,1.94,2.6,2
stimuli/zebra.png,zebra,match,1.22,2.06,2
stimuli/scissor.png,zebra,mismatch,1.97,1.42,1
stimuli/face.png,zebra,mismatch,1.62,1.45,1
stimuli/face.png,face,match,1.18,1.71,2
stimuli/zebra.png,zebra,match,1.61,2.97,2
stimuli/face.png,banana,mismatch,1.33,1.77,1
stimuli/banana.png,scissor,mismatch,1.12,1.84,1
stimuli/face.png,face,match,1.84,2.55,2
stimuli/zebra.png,scissor,mismatch,1.77,2.92,1
stimuli/face.png,scissor,mismatch,1.94,2.84,1
stimuli/banana.png,banana,match,1.37,1.82,2
stimuli/banana.png,scissor,mismatch,1.35,2.04,1
stimuli/scissor.png,scissor,match,1.12,2.93,2
stimuli/banana.png,zebra,mismatch,1.8,1.52,1
stimuli/scissor.png,scissor,match,1.29,2.6,2
stimuli/face.png,scissor,mismatch,1.71,1.04,1
stimuli/zebra.png,zebra,match,1.8,1.26,2
stimuli/banana.png,banana,match,1.73,1.02,2
stimuli/banana.png,zebra,mismatch,1.42,2.6,1
stimuli/zebra.png,zebra,match,1.83,1.22,2
stimuli/banana.png,zebra,mismatch,1.88,2.33,1
stimuli/face.png,face,match,1.99,1.02,2
stimuli/scissor.png,face,mismatch,1.72,1.8,1
stimuli/scissor.png,scissor,match,1.32,2.11,2
stimuli/banana.png,banana,match,1.92,2.67,2
stimuli/zebra.png,scissor,mismatch,1.1,1.36,1
stimuli/face.png,banana,mismatch,1.59,2.81,1
stimuli/scissor.png,scissor,match,1.83,1.88,2
stimuli/banana.png,banana,match,1.92,2.11,2
stimuli/banana.png,scissor,mismatch,1.92,2.38,1
stimuli/face.png,scissor,mismatch,1.09,2.84,1
stimuli/scissor.png,scissor,match,1.96,1.81,2
stimuli/face.png,zebra,mismatch,1.58,2.04,1
stimuli/face.png,face,match,1.52,2.03,2
stimuli/zebra.png,zebra,match,1.99,1.13,2
stimuli/zebra.png,banana,mismatch,1.62,1.52,1
stimuli/face.png,face,match,1.49,1.18,2
stimuli/zebra.png,face,mismatch,1.14,1.57,1
stimuli/face.png,face,match,1.33,1.74,2
stimuli/banana.png,zebra,mismatch,1.92,1.49,1
stimuli/zebra.png,scissor,mismatch,1.16,1.14,1
stimuli/banana.png,banana,match,1.82,1.97,2
stimuli/scissor.png,scissor,match,1.45,2.61,2
stimuli/banana.png,zebra,mismatch,1.71,2.56,1
stimuli/face.png,face,match,1.07,2.84,2
stimuli/face.png,face,match,1.97,2.29,2
stimuli/zebra.png,face,mismatch,1.2,1.67,1
stimuli/scissor.png,scissor,match,1.78,1.64,2
stimuli/face.png,scissor,mismatch,1.83,1.87,1
stimuli/zebra.png,banana,mismatch,1.39,2.49,1
stimuli/scissor.png,scissor,match,1.24,2.71,2
stimuli/banana.png,scissor,mismatch,1.22,1.32,1
stimuli/banana.png,banana,match,1.5,2.79,2
stimuli/zebra.png,face,mismatch,1.91,2.73,1
stimuli/banana.png,zebra,mismatch,1.77,1.99,1
stimuli/banana.png,banana,match,1.56,1.65,2
stimuli/scissor.png,face,mismatch,1.81,1.32,1
stimuli/banana.png,face,mismatch,1.58,2.46,1
stimuli/zebra.png,zebra,match,1.06,2.7,2
stimuli/scissor.png,face,mismatch,1.16,2.59,1
stimuli/banana.png,scissor,mismatch,1.81,2.49,1
stimuli/banana.png,banana,match,1.42,1.97,2
stimuli/zebra.png,banana,mismatch,1.02,2.07,1
stimuli/banana.png,banana,match,1.02,2.34,2
stimuli/face.png,face,match,1.96,1.39,2
stimuli/scissor.png,zebra,mismatch,1.25,2.84,1
stimuli/scissor.png,zebra,mismatch,1.87,1.02,1
stimuli/zebra.png,zebra,match,1.19,2.6,2
stimuli/banana.png,zebra,mismatch,1.42,2.2,1
stimuli/face.png,zebra,mismatch,1.82,1.3,1
stimuli/scissor.png,scissor,match,1.73,1.67,2
stimuli/zebra.png,zebra,match,1.93,2.4,2
stimuli/banana.png,scissor,mismatch,1.64,1.87,1
stimuli/scissor.png,zebra,mismatch,1.73,2.49,1
stimuli/scissor.png,scissor,match,1.99,2.42,2
stimuli/face.png,face,match,1.97,1.03,2
stimuli/scissor.png,zebra,mismatch,1.78,2.92,1
stimuli/face.png,face,match,1.65,2.4,2
stimuli/banana.png,scissor,mismatch,1.17,2.18,1
stimuli/zebra.png,zebra,match,1.37,2.27,2
stimuli/zebra.png,zebra,match,1.52,2.45,2
stimuli/banana.png,scissor,mismatch,1.49,1.12,1
stimuli/face.png,banana,mismatch,1.22,2.55,1
stimuli/face.png,face,match,1.7,2.05,2
stimuli/zebra.png,banana,mismatch,1.49,1.84,1
stimuli/banana.png,banana,match,1.69,2.08,2
stimuli/face.png,face,match,1.17,2.53,2
stimuli/scissor.png,banana,mismatch,1.07,1.71,1
stimuli/scissor.png,scissor,match,1.0,2.2,2
stimuli/banana.png,banana,match,1.27,2.96,2
stimuli/zebra.png,banana,mismatch,1.96,1.74,1
stimuli/zebra.png,zebra,match,1.66,1.27,2
stimuli/banana.png,banana,match,1.12,1.99,2
stimuli/zebra.png,face,mismatch,1.98,1.77,1
stimuli/face.png,zebra,mismatch,1.0,2.79,1
stimuli/zebra.png,zebra,match,1.72,2.93,2
stimuli/zebra.png,banana,mismatch,1.27,1.19,1
stimuli/face.png,face,match,1.1,1.78,2
stimuli/face.png,scissor,mismatch,1.3,2.23,1
stimuli/zebra.png,face,mismatch,1.59,1.98,1
stimuli/scissor.png,scissor,match,1.19,1.41,2
stimuli/face.png,scissor,mismatch,1.61,1.16,1
stimuli/banana.png,zebra,mismatch,1.68,2.22,1
stimuli/face.png,face,match,1.82,1.71,2
stimuli/zebra.png,zebra,match,1.47,1.13,2
stimuli/face.png,banana,mismatch,1.12,2.22,1
stimuli/face.png,zebra,mismatch,1.03,1.98,1
stimuli/banana.png,banana,match,1.71,2.84,2
stimuli/banana.png,banana,match,1.83,1.26,2
stimuli/scissor.png,zebra,mismatch,1.95,2.01,1
stimuli/zebra.png,zebra,match,1.22,1.7,2
stimuli/zebra.png,scissor,mismatch,1.78,2.54,1
stimuli/banana.png,banana,match,1.45,1.84,2
stimuli/face.png,scissor,mismatch,1.1,2.12,1
stimuli/scissor.png,scissor,match,1.14,2.34,2
stimuli/banana.png,zebra,mismatch,1.46,1.5,1
stimuli/zebra.png,banana,mismatch,1.64,2.51,1
stimuli/scissor.png,scissor,match,1.12,2.36,2
stimuli/banana.png,banana,match,1.33,1.49,2
stimuli/zebra.png,banana,mismatch,1.46,1.27,1
stimuli/banana.png,banana,match,1.65,1.51,2
stimuli/scissor.png,banana,mismatch,1.67,2.83,1
stimuli/scissor.png,scissor,match,1.26,1.15,2
stimuli/face.png,face,match,1.34,1.11,2
stimuli/scissor.png,banana,mismatch,1.91,1.32,1
