image_file,presented_word,is_match,blank_duration,iti_duration
stimuli/zèbre.png,zèbre,match,1.9,2.46
stimuli/ciseau.png,zèbre,mismatch,1.72,1.3
stimuli/zèbre.png,zèbre,match,1.45,2.55
stimuli/ciseau.png,face,mismatch,1.83,1.07
stimuli/face.png,face,match,1.54,1.51
stimuli/ciseau.png,zèbre,mismatch,1.23,1.23
stimuli/zèbre.png,zèbre,match,1.93,2.27
stimuli/face.png,face,match,1.45,1.69
stimuli/zèbre.png,face,mismatch,1.65,1.21
stimuli/ciseau.png,banane,mismatch,1.25,2.39
stimuli/banane.png,banane,match,1.2,1.05
stimuli/banane.png,ciseau,mismatch,1.3,1.23
stimuli/ciseau.png,banane,mismatch,1.83,1.64
stimuli/ciseau.png,ciseau,match,1.89,1.93
stimuli/zèbre.png,zèbre,match,1.82,1.87
stimuli/ciseau.png,zèbre,mismatch,1.84,2.57
stimuli/zèbre.png,banane,mismatch,1.89,1.21
stimuli/face.png,face,match,1.08,1.53
stimuli/face.png,zèbre,mismatch,1.79,1.69
stimuli/ciseau.png,ciseau,match,1.09,1.55
stimuli/ciseau.png,face,mismatch,1.88,2.32
stimuli/face.png,banane,mismatch,1.47,2.42
stimuli/zèbre.png,zèbre,match,1.09,2.88
stimuli/ciseau.png,banane,mismatch,1.64,2.78
stimuli/ciseau.png,ciseau,match,1.55,2.93
stimuli/zèbre.png,face,mismatch,1.36,1.06
stimuli/face.png,face,match,1.63,1.41
stimuli/banane.png,face,mismatch,1.56,2.38
stimuli/ciseau.png,ciseau,match,1.01,1.86
stimuli/banane.png,ciseau,mismatch,1.64,2.71
stimuli/face.png,face,match,1.49,2.92
stimuli/banane.png,zèbre,mismatch,1.68,2.55
stimuli/face.png,banane,mismatch,1.3,2.69
stimuli/face.png,face,match,1.04,1.84
stimuli/ciseau.png,ciseau,match,1.81,2.95
stimuli/face.png,banane,mismatch,1.27,2.29
stimuli/ciseau.png,banane,mismatch,1.15,1.52
stimuli/face.png,face,match,1.35,1.86
stimuli/zèbre.png,zèbre,match,1.27,1.42
stimuli/face.png,zèbre,mismatch,1.41,1.71
stimuli/ciseau.png,ciseau,match,1.55,1.1
stimuli/banane.png,zèbre,mismatch,1.99,1.13
stimuli/banane.png,banane,match,1.72,1.15
stimuli/ciseau.png,banane,mismatch,1.18,1.86
stimuli/zèbre.png,ciseau,mismatch,1.04,2.23
stimuli/zèbre.png,zèbre,match,1.03,2.73
stimuli/banane.png,banane,match,1.94,2.8
stimuli/banane.png,face,mismatch,1.33,2.62
stimuli/zèbre.png,zèbre,match,1.7,2.84
stimuli/zèbre.png,face,mismatch,1.71,1.98
stimuli/banane.png,zèbre,mismatch,1.54,2.79
stimuli/banane.png,banane,match,1.47,2.83
stimuli/zèbre.png,zèbre,match,1.6,2.07
stimuli/banane.png,ciseau,mismatch,2.0,2.26
stimuli/banane.png,banane,match,1.8,1.21
stimuli/zèbre.png,face,mismatch,1.18,1.16
stimuli/banane.png,zèbre,mismatch,1.53,2.06
stimuli/banane.png,banane,match,1.61,1.01
stimuli/face.png,banane,mismatch,1.78,1.87
stimuli/zèbre.png,face,mismatch,1.46,2.12
stimuli/face.png,face,match,1.55,2.61
