target_img,probe_img,cue_text,is_match,cue_text_raw,is_match_raw,probe_img_raw,probe_resp_test.duration_raw,probe_resp_test.keys_raw,probe_resp_test.rt_raw,target_img_raw,thisN_raw,thisRepN_raw,thisTrialN_raw
stimuli/ciseau.png,stimuli/zèbre.png,Qu'est-ce qui vient ensuite ?,non-match,Qu'est-ce qui vient ensuite ?,non-match,stimuli/ciseau.png,,2,0.27080359985120595,stimuli/face.png,2,0,2
stimuli/face.png,stimuli/zèbre.png,Qu'est-ce qui vient ensuite ?,non-match,Qu'est-ce qui vient ensuite ?,match,stimuli/face.png,,1,0.30061359982937574,stimuli/ciseau.png,3,0,3
stimuli/face.png,stimuli/banane.png,Qu'est-ce qui vient ensuite ?,match,Qu'est-ce qui vient ensuite ?,non-match,stimuli/zèbre.png,,2,0.37397199985571206,stimuli/ciseau.png,4,0,4
stimuli/zèbre.png,stimuli/banane.png,Qu'est-ce qui vient ensuite ?,non-match,Qu'est-ce qui vient ensuite ?,match,stimuli/face.png,,1,0.3978555998764932,stimuli/ciseau.png,5,0,5
stimuli/zèbre.png,stimuli/ciseau.png,Qu'est-ce qui vient ensuite ?,match,Qu'est-ce qui vient ensuite ?,non-match,stimuli/banane.png,,2,0.4316090000793338,stimuli/zèbre.png,6,0,6
stimuli/ciseau.png,stimuli/face.png,Qu'est-ce qui vient ensuite ?,match,Qu'est-ce qui vient ensuite ?,match,stimuli/banane.png,,1,0.24288769997656345,stimuli/face.png,7,0,7
stimuli/zèbre.png,stimuli/face.png,Qu'est-ce qui vient ensuite ?,non-match,Qu'est-ce qui vient ensuite ?,non-match,stimuli/face.png,,2,0.40200260002166033,stimuli/zèbre.png,8,0,8
stimuli/ciseau.png,stimuli/face.png,Qu'est-ce qui vient ensuite ?,match,Qu'est-ce qui vient ensuite ?,match,stimuli/banane.png,,1,0.39125139988027513,stimuli/face.png,9,0,9
stimuli/zèbre.png,stimuli/ciseau.png,Qu'est-ce qui vient ensuite ?,match,Qu'est-ce qui vient ensuite ?,match,stimuli/ciseau.png,,1,0.40551349986344576,stimuli/zèbre.png,10,0,10
stimuli/face.png,stimuli/ciseau.png,Qu'est-ce qui vient ensuite ?,non-match,Qu'est-ce qui vient ensuite ?,non-match,stimuli/banane.png,,2,0.32848859997466207,stimuli/ciseau.png,11,0,11

extraInfo
participant,sub-098
session,001
date,2025-06-25_14h43.35.278
expName,learn_probe
psychopyVersion,2024.2.4
frameRate,240.02630686000353
sequence_good_key,1
sequence_bad_key,2
allowed_keys_list,"['1', '2']"
expStart,2025-06-25 14h43.55.799519 -0400
