6.6153 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
6.6157 	INFO 	Loaded monitor calibration from ['2025_05_21 13:58']
6.9431 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FC2F11A920>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FC2F11A980>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001FC2F1CC040>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.9431 	EXP 	window1: backgroundImage = ''
6.9431 	EXP 	window1: backgroundFit = 'none'
6.9467 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9472 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9476 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9480 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9485 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9487 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9490 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9495 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9497 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9499 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9502 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
